"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN06BE","6.b. Property costs","ALL","All banks","CHL","Chile","2009","2009",270786,,
"IN06BE","6.b. Property costs","ALL","All banks","EST","Estonia","2007","2007",9.901,,
"IN06BE","6.b. Property costs","ALL","All banks","EST","Estonia","2008","2008",11.36,,
"IN06BE","6.b. Property costs","ALL","All banks","EST","Estonia","2009","2009",36.192,,
"IN06BE","6.b. Property costs","ALL","All banks","ISR","Israel","2007","2007",4354.4,,
"IN06BE","6.b. Property costs","ALL","All banks","ISR","Israel","2008","2008",4746.9,,
"IN06BE","6.b. Property costs","ALL","All banks","ISR","Israel","2009","2009",5189.9,,
"IN06BE","6.b. Property costs","ALL","All banks","RUS","Russia","2007","2007",148880.666,,
"IN06BE","6.b. Property costs","ALL","All banks","RUS","Russia","2008","2008",217153.941,,
"IN06BE","6.b. Property costs","ALL","All banks","RUS","Russia","2009","2009",234281,,
"IN06BE","6.b. Property costs","ALL","All banks","SVN","Slovenia","2007","2007",114.413,,
"IN06BE","6.b. Property costs","ALL","All banks","SVN","Slovenia","2008","2008",123.386,,
"IN06BE","6.b. Property costs","ALL","All banks","SVN","Slovenia","2009","2009",124.318,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","AUT","Austria","2007","2007",1555,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","AUT","Austria","2008","2008",1534,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","BEL","Belgium","2007","2007",4872.107,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","BEL","Belgium","2008","2008",5075.438,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","BEL","Belgium","2009","2009",5930.856,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","CAN","Canada","2007","2007",20345,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","CAN","Canada","2008","2008",21036,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","CAN","Canada","2009","2009",24600,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","FIN","Finland","2007","2007",1082.859,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","FIN","Finland","2008","2008",1168.514,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","FIN","Finland","2009","2009",1192.235,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","DEU","Germany","2007","2007",35314,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","DEU","Germany","2008","2008",34987,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","DEU","Germany","2009","2009",35409,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","IRL","Ireland","2007","2007",3209.652,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","IRL","Ireland","2008","2008",3096.754,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","IRL","Ireland","2009","2009",2482.147,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ITA","Italy","2007","2007",2458.77,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ITA","Italy","2008","2008",2314.45,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ITA","Italy","2009","2009",2712.31,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","JPN","Japan","2007","2007",363079,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","JPN","Japan","2008","2008",357712,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","KOR","Korea","2007","2007",712183.582,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","KOR","Korea","2008","2008",1177183,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","KOR","Korea","2009","2009",1210625.006,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","LUX","Luxembourg","2007","2007",1831.989,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","LUX","Luxembourg","2008","2008",1931,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","MEX","Mexico","2007","2007",72418.982,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","MEX","Mexico","2008","2008",80740.762,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","MEX","Mexico","2009","2009",78209.862,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","NLD","Netherlands","2007","2007",18286,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","NLD","Netherlands","2008","2008",11964,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","NLD","Netherlands","2009","2009",11606,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","NOR","Norway","2007","2007",12520,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","NOR","Norway","2008","2008",13759,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","NOR","Norway","2009","2009",15268,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","POL","Poland","2007","2007",11704.753,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","POL","Poland","2008","2008",11396.548,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","POL","Poland","2009","2009",11846.181,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","SVK","Slovak Republic","2007","2007",172.414,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","SVK","Slovak Republic","2008","2008",610.322,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","SVK","Slovak Republic","2009","2009",560.47,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ESP","Spain","2007","2007",368,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ESP","Spain","2008","2008",391,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ESP","Spain","2009","2009",407,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","USA","United States","2007","2007",166283.196,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","USA","United States","2008","2008",182417.454,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","USA","United States","2009","2009",180204.404,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","CHL","Chile","2007","2007",555767.314,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","CHL","Chile","2008","2008",921270,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","CHL","Chile","2009","2009",859222,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","EST","Estonia","2007","2007",31.514,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","EST","Estonia","2008","2008",153.079,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","EST","Estonia","2009","2009",161.481,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ISR","Israel","2007","2007",5770.5,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ISR","Israel","2008","2008",6177.5,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","ISR","Israel","2009","2009",6241.2,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","RUS","Russia","2007","2007",452387.683,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","RUS","Russia","2008","2008",948388.707,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","RUS","Russia","2009","2009",801164.095,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","SVN","Slovenia","2007","2007",336.167,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","SVN","Slovenia","2008","2008",346.644,,
"IN06CE","6.c. Other operating expenses","ALL","All banks","SVN","Slovenia","2009","2009",335.238,,
"IN07TD","7. Net income before provisions","ALL","All banks","AUT","Austria","2007","2007",7266,,
"IN07TD","7. Net income before provisions","ALL","All banks","AUT","Austria","2008","2008",9037,,
"IN07TD","7. Net income before provisions","ALL","All banks","BEL","Belgium","2007","2007",6284.739,,
"IN07TD","7. Net income before provisions","ALL","All banks","BEL","Belgium","2008","2008",-10523.31,,
"IN07TD","7. Net income before provisions","ALL","All banks","BEL","Belgium","2009","2009",2465.815,,
"IN07TD","7. Net income before provisions","ALL","All banks","CAN","Canada","2007","2007",32665,,
"IN07TD","7. Net income before provisions","ALL","All banks","CAN","Canada","2008","2008",25577,,
"IN07TD","7. Net income before provisions","ALL","All banks","CAN","Canada","2009","2009",36162,,
"IN07TD","7. Net income before provisions","ALL","All banks","DNK","Denmark","2007","2007",42489.626,,
"IN07TD","7. Net income before provisions","ALL","All banks","DNK","Denmark","2008","2008",28783.939,,
"IN07TD","7. Net income before provisions","ALL","All banks","DNK","Denmark","2009","2009",48780.639,,
"IN07TD","7. Net income before provisions","ALL","All banks","FIN","Finland","2007","2007",3659.8,,
"IN07TD","7. Net income before provisions","ALL","All banks","FIN","Finland","2008","2008",2677.17,,
"IN07TD","7. Net income before provisions","ALL","All banks","FIN","Finland","2009","2009",2220.036,,
"IN07TD","7. Net income before provisions","ALL","All banks","FRA","France","2007","2007",27283.729,,
"IN07TD","7. Net income before provisions","ALL","All banks","FRA","France","2008","2008",2865.803,,
"IN07TD","7. Net income before provisions","ALL","All banks","FRA","France","2009","2009",37097.352,,
"IN07TD","7. Net income before provisions","ALL","All banks","DEU","Germany","2007","2007",34113,,
"IN07TD","7. Net income before provisions","ALL","All banks","DEU","Germany","2008","2008",17266,,
"IN07TD","7. Net income before provisions","ALL","All banks","DEU","Germany","2009","2009",25398,,
"IN07TD","7. Net income before provisions","ALL","All banks","IRL","Ireland","2007","2007",9434.762,,
"IN07TD","7. Net income before provisions","ALL","All banks","IRL","Ireland","2008","2008",8963.625,,
"IN07TD","7. Net income before provisions","ALL","All banks","IRL","Ireland","2009","2009",10418.661,,
"IN07TD","7. Net income before provisions","ALL","All banks","ITA","Italy","2007","2007",35834.65,,
"IN07TD","7. Net income before provisions","ALL","All banks","ITA","Italy","2008","2008",27993.31,,
"IN07TD","7. Net income before provisions","ALL","All banks","ITA","Italy","2009","2009",28138.65,,
"IN07TD","7. Net income before provisions","ALL","All banks","JPN","Japan","2007","2007",3923459,,
"IN07TD","7. Net income before provisions","ALL","All banks","JPN","Japan","2008","2008",345686,,
"IN07TD","7. Net income before provisions","ALL","All banks","KOR","Korea","2007","2007",25170772.853,,
"IN07TD","7. Net income before provisions","ALL","All banks","KOR","Korea","2008","2008",21671457,,
"IN07TD","7. Net income before provisions","ALL","All banks","KOR","Korea","2009","2009",20350890.311,,
"IN07TD","7. Net income before provisions","ALL","All banks","LUX","Luxembourg","2007","2007",6582.518,,
"IN07TD","7. Net income before provisions","ALL","All banks","LUX","Luxembourg","2008","2008",5985.105,,
"IN07TD","7. Net income before provisions","ALL","All banks","MEX","Mexico","2007","2007",161623.185,,
"IN07TD","7. Net income before provisions","ALL","All banks","MEX","Mexico","2008","2008",181899.149,,
"IN07TD","7. Net income before provisions","ALL","All banks","MEX","Mexico","2009","2009",199528.719,,
"IN07TD","7. Net income before provisions","ALL","All banks","NLD","Netherlands","2007","2007",24569,,
"IN07TD","7. Net income before provisions","ALL","All banks","NLD","Netherlands","2008","2008",938,,
"IN07TD","7. Net income before provisions","ALL","All banks","NLD","Netherlands","2009","2009",13381,,
"IN07TD","7. Net income before provisions","ALL","All banks","NZL","New Zealand","2007","2007",5117.326,,
"IN07TD","7. Net income before provisions","ALL","All banks","NZL","New Zealand","2008","2008",5536.931,,
"IN07TD","7. Net income before provisions","ALL","All banks","NZL","New Zealand","2009","2009",5230.74,,
"IN07TD","7. Net income before provisions","ALL","All banks","NOR","Norway","2007","2007",29385,,
"IN07TD","7. Net income before provisions","ALL","All banks","NOR","Norway","2008","2008",29031,,
"IN07TD","7. Net income before provisions","ALL","All banks","NOR","Norway","2009","2009",39325,,
"IN07TD","7. Net income before provisions","ALL","All banks","POL","Poland","2007","2007",18442.648,,
"IN07TD","7. Net income before provisions","ALL","All banks","POL","Poland","2008","2008",21884.538,,
"IN07TD","7. Net income before provisions","ALL","All banks","POL","Poland","2009","2009",22514.147,,
"IN07TD","7. Net income before provisions","ALL","All banks","SVK","Slovak Republic","2007","2007",760.582,,
"IN07TD","7. Net income before provisions","ALL","All banks","SVK","Slovak Republic","2008","2008",1036.835,,
"IN07TD","7. Net income before provisions","ALL","All banks","SVK","Slovak Republic","2009","2009",827.837,,
"IN07TD","7. Net income before provisions","ALL","All banks","ESP","Spain","2007","2007",39886,,
"IN07TD","7. Net income before provisions","ALL","All banks","ESP","Spain","2008","2008",39902,,
"IN07TD","7. Net income before provisions","ALL","All banks","ESP","Spain","2009","2009",42724,,
"IN07TD","7. Net income before provisions","ALL","All banks","SWE","Sweden","2007","2007",50688,,
"IN07TD","7. Net income before provisions","ALL","All banks","SWE","Sweden","2008","2008",56476,,
"IN07TD","7. Net income before provisions","ALL","All banks","SWE","Sweden","2009","2009",58574,,
"IN07TD","7. Net income before provisions","ALL","All banks","CHE","Switzerland","2007","2007",27035,,
"IN07TD","7. Net income before provisions","ALL","All banks","CHE","Switzerland","2008","2008",8983,,
"IN07TD","7. Net income before provisions","ALL","All banks","CHE","Switzerland","2009","2009",12944,,
"IN07TD","7. Net income before provisions","ALL","All banks","USA","United States","2007","2007",224553.143,,
"IN07TD","7. Net income before provisions","ALL","All banks","USA","United States","2008","2008",189728.15,,
"IN07TD","7. Net income before provisions","ALL","All banks","USA","United States","2009","2009",283394.285,,
"IN07TD","7. Net income before provisions","ALL","All banks","CHL","Chile","2007","2007",1684723.965,,
"IN07TD","7. Net income before provisions","ALL","All banks","CHL","Chile","2008","2008",2394767,,
"IN07TD","7. Net income before provisions","ALL","All banks","CHL","Chile","2009","2009",2956937,,
"IN07TD","7. Net income before provisions","ALL","All banks","EST","Estonia","2007","2007",510.415,,
"IN07TD","7. Net income before provisions","ALL","All banks","EST","Estonia","2008","2008",376.332,,
"IN07TD","7. Net income before provisions","ALL","All banks","EST","Estonia","2009","2009",189.486,,
"IN07TD","7. Net income before provisions","ALL","All banks","ISR","Israel","2007","2007",15686.8,,
"IN07TD","7. Net income before provisions","ALL","All banks","ISR","Israel","2008","2008",6424.5,,
"IN07TD","7. Net income before provisions","ALL","All banks","ISR","Israel","2009","2009",14359.6,,
"IN07TD","7. Net income before provisions","ALL","All banks","RUS","Russia","2007","2007",666531.381,,
"IN07TD","7. Net income before provisions","ALL","All banks","RUS","Russia","2008","2008",874219.321,,
"IN07TD","7. Net income before provisions","ALL","All banks","RUS","Russia","2009","2009",1256540.055,,
"IN07TD","7. Net income before provisions","ALL","All banks","SVN","Slovenia","2007","2007",762.907,,
"IN07TD","7. Net income before provisions","ALL","All banks","SVN","Slovenia","2008","2008",671.233,,
"IN07TD","7. Net income before provisions","ALL","All banks","SVN","Slovenia","2009","2009",740.587,,
"IN08TE","8. Net provisions","ALL","All banks","AUT","Austria","2007","2007",2111,,
"IN08TE","8. Net provisions","ALL","All banks","AUT","Austria","2008","2008",10305,,
"IN08TE","8. Net provisions","ALL","All banks","BEL","Belgium","2007","2007",2657.25,,
"IN08TE","8. Net provisions","ALL","All banks","BEL","Belgium","2008","2008",8771.539,,
"IN08TE","8. Net provisions","ALL","All banks","BEL","Belgium","2009","2009",5178.706,,
"IN08TE","8. Net provisions","ALL","All banks","CAN","Canada","2007","2007",3802,,
"IN08TE","8. Net provisions","ALL","All banks","CAN","Canada","2008","2008",7307,,
"IN08TE","8. Net provisions","ALL","All banks","CAN","Canada","2009","2009",13713,,
"IN08TE","8. Net provisions","ALL","All banks","DNK","Denmark","2007","2007",2787.775,,
"IN08TE","8. Net provisions","ALL","All banks","DNK","Denmark","2008","2008",35040.451,,
"IN08TE","8. Net provisions","ALL","All banks","DNK","Denmark","2009","2009",64387.935,,
"IN08TE","8. Net provisions","ALL","All banks","FIN","Finland","2007","2007",304.948,,
"IN08TE","8. Net provisions","ALL","All banks","FIN","Finland","2008","2008",242.657,,
"IN08TE","8. Net provisions","ALL","All banks","FIN","Finland","2009","2009",168.825,,
"IN08TE","8. Net provisions","ALL","All banks","FRA","France","2007","2007",4849.384,,
"IN08TE","8. Net provisions","ALL","All banks","FRA","France","2008","2008",12140.074,,
"IN08TE","8. Net provisions","ALL","All banks","FRA","France","2009","2009",15573.326,,
"IN08TE","8. Net provisions","ALL","All banks","DEU","Germany","2007","2007",8534,,
"IN08TE","8. Net provisions","ALL","All banks","DEU","Germany","2008","2008",36065,,
"IN08TE","8. Net provisions","ALL","All banks","DEU","Germany","2009","2009",28497,,
"IN08TE","8. Net provisions","ALL","All banks","IRL","Ireland","2007","2007",796.625,,
"IN08TE","8. Net provisions","ALL","All banks","IRL","Ireland","2008","2008",8182.64,,
"IN08TE","8. Net provisions","ALL","All banks","IRL","Ireland","2009","2009",34418.154,,
"IN08TE","8. Net provisions","ALL","All banks","ITA","Italy","2007","2007",3777.76,,
"IN08TE","8. Net provisions","ALL","All banks","ITA","Italy","2008","2008",16139.43,,
"IN08TE","8. Net provisions","ALL","All banks","ITA","Italy","2009","2009",17082.82,,
"IN08TE","8. Net provisions","ALL","All banks","JPN","Japan","2007","2007",522235,,
"IN08TE","8. Net provisions","ALL","All banks","JPN","Japan","2008","2008",1643036,,
"IN08TE","8. Net provisions","ALL","All banks","KOR","Korea","2007","2007",5700364.973,,
"IN08TE","8. Net provisions","ALL","All banks","KOR","Korea","2008","2008",11293946,,
"IN08TE","8. Net provisions","ALL","All banks","KOR","Korea","2009","2009",12248784.977,,
"IN08TE","8. Net provisions","ALL","All banks","LUX","Luxembourg","2007","2007",1984.243,,
"IN08TE","8. Net provisions","ALL","All banks","LUX","Luxembourg","2008","2008",5540,,
"IN08TE","8. Net provisions","ALL","All banks","MEX","Mexico","2007","2007",60432.197,,
"IN08TE","8. Net provisions","ALL","All banks","MEX","Mexico","2008","2008",110346.402,,
"IN08TE","8. Net provisions","ALL","All banks","MEX","Mexico","2009","2009",114816.072,,
"IN08TE","8. Net provisions","ALL","All banks","NLD","Netherlands","2007","2007",3033,,
"IN08TE","8. Net provisions","ALL","All banks","NLD","Netherlands","2008","2008",14310,,
"IN08TE","8. Net provisions","ALL","All banks","NLD","Netherlands","2009","2009",13740,,
"IN08TE","8. Net provisions","ALL","All banks","NZL","New Zealand","2007","2007",257.814,,
"IN08TE","8. Net provisions","ALL","All banks","NZL","New Zealand","2008","2008",881.487,,
"IN08TE","8. Net provisions","ALL","All banks","NZL","New Zealand","2009","2009",2396.728,,
"IN08TE","8. Net provisions","ALL","All banks","NOR","Norway","2007","2007",-1667,,
"IN08TE","8. Net provisions","ALL","All banks","NOR","Norway","2008","2008",7100,,
"IN08TE","8. Net provisions","ALL","All banks","NOR","Norway","2009","2009",10368,,
"IN08TE","8. Net provisions","ALL","All banks","POL","Poland","2007","2007",1716.243,,
"IN08TE","8. Net provisions","ALL","All banks","POL","Poland","2008","2008",5083.97,,
"IN08TE","8. Net provisions","ALL","All banks","POL","Poland","2009","2009",11961.65,,
"IN08TE","8. Net provisions","ALL","All banks","SVK","Slovak Republic","2007","2007",-66.192,,
"IN08TE","8. Net provisions","ALL","All banks","SVK","Slovak Republic","2008","2008",367.603,,
"IN08TE","8. Net provisions","ALL","All banks","SVK","Slovak Republic","2009","2009",458.995,,
"IN08TE","8. Net provisions","ALL","All banks","ESP","Spain","2007","2007",10567,,
"IN08TE","8. Net provisions","ALL","All banks","ESP","Spain","2008","2008",19505,,
"IN08TE","8. Net provisions","ALL","All banks","ESP","Spain","2009","2009",28357,,
"IN08TE","8. Net provisions","ALL","All banks","SWE","Sweden","2007","2007",-1539,,
"IN08TE","8. Net provisions","ALL","All banks","SWE","Sweden","2008","2008",13763,,
"IN08TE","8. Net provisions","ALL","All banks","SWE","Sweden","2009","2009",13711,,
"IN08TE","8. Net provisions","ALL","All banks","CHE","Switzerland","2007","2007",15152,,
"IN08TE","8. Net provisions","ALL","All banks","CHE","Switzerland","2008","2008",39529,,
"IN08TE","8. Net provisions","ALL","All banks","CHE","Switzerland","2009","2009",9269,,
"IN08TE","8. Net provisions","ALL","All banks","USA","United States","2007","2007",72116.074,,
"IN08TE","8. Net provisions","ALL","All banks","USA","United States","2008","2008",191944.036,,
"IN08TE","8. Net provisions","ALL","All banks","USA","United States","2009","2009",258495.781,,
"IN08TE","8. Net provisions","ALL","All banks","CHL","Chile","2007","2007",534174.134,,
"IN08TE","8. Net provisions","ALL","All banks","CHL","Chile","2008","2008",1168024,,
"IN08TE","8. Net provisions","ALL","All banks","CHL","Chile","2009","2009",1462826,,
"IN08TE","8. Net provisions","ALL","All banks","EST","Estonia","2007","2007",35.475,,
"IN08TE","8. Net provisions","ALL","All banks","EST","Estonia","2008","2008",124.956,,
"IN08TE","8. Net provisions","ALL","All banks","EST","Estonia","2009","2009",760.679,,
"IN08TE","8. Net provisions","ALL","All banks","ISR","Israel","2007","2007",1872.2,,
"IN08TE","8. Net provisions","ALL","All banks","ISR","Israel","2008","2008",5175.1,,
"IN08TE","8. Net provisions","ALL","All banks","ISR","Israel","2009","2009",5272.5,,
"IN08TE","8. Net provisions","ALL","All banks","RUS","Russia","2007","2007",158683.103,,
"IN08TE","8. Net provisions","ALL","All banks","RUS","Russia","2008","2008",455740.405,,
"IN08TE","8. Net provisions","ALL","All banks","RUS","Russia","2009","2009",1050611.59,,
"IN08TE","8. Net provisions","ALL","All banks","SVN","Slovenia","2007","2007",209.698,,
"IN08TE","8. Net provisions","ALL","All banks","SVN","Slovenia","2008","2008",383.615,,
"IN08TE","8. Net provisions","ALL","All banks","SVN","Slovenia","2009","2009",649.188,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","AUT","Austria","2007","2007",2010,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","AUT","Austria","2008","2008",4584,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","BEL","Belgium","2007","2007",361.029,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","BEL","Belgium","2008","2008",3113.297,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","BEL","Belgium","2009","2009",1459.022,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","CAN","Canada","2007","2007",3802,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","CAN","Canada","2008","2008",7307,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","CAN","Canada","2009","2009",13713,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","DNK","Denmark","2007","2007",-156.887,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","DNK","Denmark","2008","2008",28393.44,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","DNK","Denmark","2009","2009",58321.639,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","FIN","Finland","2007","2007",0,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","FIN","Finland","2008","2008",0,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","FIN","Finland","2009","2009",0,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","DEU","Germany","2007","2007",14568,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","DEU","Germany","2008","2008",27849,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","DEU","Germany","2009","2009",21209,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","IRL","Ireland","2007","2007",801.859,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","IRL","Ireland","2008","2008",3908.471,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","IRL","Ireland","2009","2009",24708.261,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","ITA","Italy","2007","2007",5510.62,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","ITA","Italy","2008","2008",9902.73,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","ITA","Italy","2009","2009",13501.9,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","JPN","Japan","2007","2007",522235,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","JPN","Japan","2008","2008",1643036,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","KOR","Korea","2007","2007",5321179.81,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","KOR","Korea","2008","2008",10249427,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","KOR","Korea","2009","2009",11432272.604,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","MEX","Mexico","2007","2007",60432.197,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","MEX","Mexico","2008","2008",110346.402,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","MEX","Mexico","2009","2009",114816.072,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","NLD","Netherlands","2007","2007",2348,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","NLD","Netherlands","2008","2008",9339,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","NLD","Netherlands","2009","2009",10141,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","NOR","Norway","2007","2007",78,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","NOR","Norway","2008","2008",6915,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","NOR","Norway","2009","2009",8901,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","POL","Poland","2007","2007",1742.373,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","POL","Poland","2008","2008",4948.96,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","POL","Poland","2009","2009",11742.309,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVK","Slovak Republic","2007","2007",-70.002,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","ESP","Spain","2007","2007",7786,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","ESP","Spain","2008","2008",13981,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","ESP","Spain","2009","2009",19116,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SWE","Sweden","2007","2007",984,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SWE","Sweden","2008","2008",9138,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SWE","Sweden","2009","2009",13226,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","CHL","Chile","2007","2007",529684.316,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","CHL","Chile","2008","2008",1106212,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","CHL","Chile","2009","2009",1373593,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2007","2007",35.475,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2008","2008",124.913,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2009","2009",542.225,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2007","2007",165.385,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2008","2008",278.428,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2009","2009",571.827,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2007","2007",101,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2008","2008",5721,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2007","2007",2491.567,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2008","2008",5244.665,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2009","2009",634.268,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2007","2007",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2008","2008",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2009","2009",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2007","2007",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2008","2008",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2009","2009",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2007","2007",2.766,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2008","2008",812.263,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2009","2009",560.896,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2007","2007",807.98,,
